year,month,day,prcp(mm/day),tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(mm/day),evap_surface(mm/day),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2)
1980,1,1,0.0,29.41,15.7,22.56,363.53,252.32,1.36,-0.85,1.6,72.24,,2.57,2.18,0.0,1.08,3.7,70.05,207.19,587.15
1980,1,2,0.0,29.17,16.71,22.94,367.15,229.25,0.95,-1.17,1.51,71.87,,2.27,1.97,1.12,0.87,3.84,69.86,206.75,586.94
1980,1,3,0.0,27.71,15.54,21.62,335.3,274.9,0.81,-0.91,1.22,64.96,,2.51,2.11,0.0,1.21,3.74,69.64,206.25,586.68
1980,1,4,0.0,27.59,15.32,21.46,340.25,272.26,0.35,1.02,1.08,65.84,,2.58,2.14,0.0,1.12,3.62,69.45,205.87,586.47
1980,1,5,0.0,29.18,17.3,23.24,355.4,268.75,0.63,1.5,1.63,69.8,,2.42,1.98,0.0,1.05,3.53,69.26,205.4,586.26
1980,1,6,0.0,29.08,17.61,23.34,362.83,269.12,0.41,0.63,0.75,70.98,,2.56,2.08,0.0,1.08,3.43,69.08,204.99,586.1
1980,1,7,0.0,29.62,18.2,23.91,385.06,266.98,0.2,1.11,1.13,65.2,,2.67,2.15,0.0,1.0,3.34,68.93,204.61,585.89
1980,1,8,0.0,30.39,18.76,24.58,379.12,270.16,0.94,0.62,1.13,66.36,,2.17,1.72,0.0,0.93,3.24,68.77,204.21,585.7
1980,1,9,0.0,29.73,18.34,24.04,381.03,250.34,0.57,1.18,1.31,71.03,,2.02,1.6,0.01,0.87,3.16,68.61,203.85,585.5
1980,1,10,0.0,30.09,18.62,24.36,374.19,270.04,1.0,0.67,1.2,68.85,,2.39,1.88,0.0,0.92,3.07,68.46,203.52,585.35
1980,1,11,0.0,30.15,17.54,23.84,365.31,271.65,1.54,0.29,1.57,67.68,,2.75,2.15,0.0,0.92,3.0,68.3,203.1,585.07
1980,1,12,0.0,30.11,16.76,23.44,357.28,275.02,1.13,-0.77,1.37,42.87,,2.69,2.08,0.0,1.04,2.91,68.15,202.73,584.82
1980,1,13,0.0,29.58,16.01,22.8,350.19,280.21,0.36,1.19,1.24,53.13,,2.73,2.09,0.0,0.99,2.82,67.98,202.35,584.67
1980,1,14,0.0,29.9,16.22,23.06,348.76,281.31,0.2,1.73,1.74,57.3,,2.76,2.1,0.0,0.93,2.75,67.83,201.99,584.46
1980,1,15,0.0,29.96,16.03,23.0,348.33,280.46,1.06,1.46,1.8,62.52,,2.76,2.08,0.0,0.94,2.68,67.67,201.59,584.3
1980,1,16,0.0,29.58,16.06,22.82,349.84,281.78,0.82,1.07,1.35,69.29,,2.74,2.05,0.0,0.96,2.62,67.52,201.17,584.05
1980,1,17,0.0,29.95,16.14,23.04,357.79,281.27,1.06,0.89,1.38,71.38,,2.76,2.05,0.0,1.01,2.57,67.36,200.78,583.85
1980,1,18,0.0,30.01,17.12,23.56,361.63,281.16,0.96,0.86,1.29,72.46,,2.78,2.04,0.0,0.91,2.52,67.21,200.42,583.7
1980,1,19,0.0,29.8,17.09,23.44,362.15,284.29,0.74,1.12,1.34,60.27,,2.8,2.04,0.0,0.92,2.46,67.07,200.08,583.49
1980,1,20,0.0,30.9,16.6,23.75,359.87,286.63,0.76,0.47,0.89,58.07,,2.8,2.02,0.0,0.94,2.4,66.93,199.75,583.26
1980,1,21,0.0,30.2,16.7,23.45,358.12,287.62,1.05,-0.14,1.06,55.99,,2.76,1.97,0.0,0.91,2.34,66.8,199.41,583.02
1980,1,22,0.0,30.28,16.2,23.24,343.2,291.33,1.07,-2.31,2.55,35.59,,2.71,1.92,0.0,0.99,2.29,66.67,199.04,582.87
1980,1,23,0.0,30.31,14.1,22.2,332.46,297.98,1.05,-1.4,1.75,51.63,,2.69,1.88,0.0,0.98,2.26,66.53,198.7,582.66
1980,1,24,0.0,29.25,14.56,21.9,336.36,298.42,1.42,0.25,1.44,65.31,,2.75,1.9,0.0,0.91,2.23,66.4,198.36,582.44
1980,1,25,0.0,29.8,14.92,22.36,347.71,297.57,1.44,-0.35,1.48,61.9,,2.78,1.9,0.0,0.98,2.23,66.27,198.02,582.29
1980,1,26,0.0,30.1,15.44,22.77,350.07,297.03,1.48,0.34,1.52,70.98,,2.84,1.93,0.0,0.85,2.22,66.15,197.69,582.11
1980,1,27,0.0,30.05,16.29,23.17,353.13,297.45,1.63,-1.05,1.94,71.41,,2.81,1.88,0.0,0.91,2.22,66.02,197.37,581.96
1980,1,28,0.0,29.25,16.3,22.78,352.64,293.59,1.23,-1.61,2.03,68.95,,2.61,1.73,0.0,1.03,2.23,65.88,196.98,581.75
1980,1,29,0.0,28.58,14.29,21.44,328.77,306.04,0.89,-1.22,1.51,60.86,,2.75,1.8,0.0,1.06,2.22,65.74,196.61,581.56
1980,1,30,0.0,28.41,14.1,21.26,333.28,308.35,0.76,1.0,1.26,58.07,,2.81,1.82,0.0,0.92,2.22,65.61,196.28,581.35
1980,1,31,0.0,29.5,14.9,22.2,335.58,308.62,1.01,1.01,1.43,65.09,,2.93,1.87,0.0,0.89,2.21,65.49,195.94,581.15
1980,2,1,0.0,29.51,17.17,23.34,361.06,301.78,1.92,0.88,2.11,62.58,,2.87,1.8,0.0,0.91,2.22,65.34,195.55,580.9
1980,2,2,0.0,28.66,16.17,22.42,364.23,239.61,1.52,-0.63,1.65,64.01,,2.14,1.32,0.02,1.02,2.22,65.18,195.14,580.64
1980,2,3,0.0,28.08,15.44,21.76,351.12,273.48,1.24,-0.22,1.26,62.11,,2.82,1.74,0.0,1.07,2.21,65.03,194.72,580.45
1980,2,4,0.0,28.2,14.47,21.34,352.49,267.94,1.51,-0.87,1.74,65.82,,2.81,1.71,0.01,0.96,2.21,64.88,194.34,580.24
