year,month,day,prcp(mm/day),tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(mm/day),evap_surface(mm/day),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2)
1980,1,1,0.0,29.33,15.94,22.64,360.65,222.64,1.68,0.39,1.72,72.4,,2.28,1.65,0.0,0.81,3.05,71.43,214.06,551.97
1980,1,2,0.0,27.59,14.67,21.13,345.91,224.05,1.0,0.2,1.02,65.5,,2.23,1.54,0.04,0.84,3.05,71.27,213.68,551.9
1980,1,3,0.0,26.89,13.58,20.24,316.09,268.14,0.27,-2.62,2.63,36.78,,2.25,1.5,0.0,0.87,2.98,71.1,213.28,551.81
1980,1,4,0.0,27.04,14.17,20.6,336.07,264.42,-1.49,-0.59,1.6,42.64,,2.24,1.48,0.0,0.88,2.89,70.94,212.91,551.76
1980,1,5,0.0,28.23,16.45,22.34,355.36,259.62,-1.47,0.54,1.57,60.46,,1.96,1.24,0.0,0.82,2.83,70.78,212.54,551.65
1980,1,6,0.0,28.77,17.01,22.89,357.67,260.42,-3.95,0.48,3.98,58.48,,2.09,1.31,0.0,0.81,2.78,70.62,212.14,551.53
1980,1,7,0.0,29.13,17.49,23.31,373.96,259.29,-2.13,1.14,2.42,61.7,,2.14,1.31,0.0,0.73,2.72,70.46,211.77,551.43
1980,1,8,0.0,30.63,18.23,24.43,371.68,257.56,0.48,0.51,0.7,59.26,,2.14,1.28,0.01,0.69,2.65,70.33,211.45,551.39
1980,1,9,0.0,31.04,18.38,24.71,368.24,258.25,0.34,1.31,1.35,56.0,,1.96,1.15,0.0,0.69,2.59,70.2,211.12,551.32
1980,1,10,0.0,30.48,17.91,24.2,354.37,259.82,1.13,-0.69,1.32,53.06,,2.2,1.27,0.0,0.69,2.53,70.07,210.79,551.21
1980,1,11,0.0,30.19,16.01,23.1,344.49,267.16,1.44,-0.85,1.67,51.13,,2.42,1.37,0.0,0.74,2.47,69.92,210.44,551.17
1980,1,12,0.0,30.01,15.28,22.64,330.2,269.82,0.3,-2.25,2.27,29.88,,2.35,1.3,0.0,0.82,2.41,69.77,210.08,551.08
1980,1,13,0.0,29.09,14.46,21.78,336.59,265.72,0.77,-0.09,0.78,48.2,,2.42,1.31,0.0,0.76,2.35,69.64,209.75,550.97
1980,1,14,0.0,29.8,15.2,22.5,342.71,271.85,0.33,1.61,1.64,46.8,,2.51,1.35,0.0,0.71,2.31,69.52,209.43,550.9
1980,1,15,0.0,30.21,15.37,22.79,340.13,272.76,0.48,1.81,1.87,50.36,,2.5,1.3,0.0,0.7,2.28,69.38,209.11,550.82
1980,1,16,0.0,29.95,14.97,22.46,337.18,274.73,0.71,1.49,1.65,60.46,,2.49,1.27,0.0,0.71,2.26,69.25,208.78,550.76
1980,1,17,0.0,30.03,14.91,22.47,338.66,275.77,0.93,1.43,1.71,60.59,,2.49,1.24,0.0,0.73,2.26,69.12,208.43,550.67
1980,1,18,0.0,30.08,15.63,22.86,344.58,274.64,0.91,1.24,1.54,65.38,,2.47,1.21,0.0,0.75,2.25,68.98,208.12,550.62
1980,1,19,0.0,30.34,15.83,23.08,352.65,276.25,0.8,0.17,0.82,51.6,,2.55,1.22,0.0,0.7,2.25,68.87,207.82,550.45
1980,1,20,0.0,31.6,16.13,23.86,351.2,277.72,1.19,0.39,1.25,54.13,,2.55,1.23,0.0,0.68,2.24,68.76,207.55,550.41
1980,1,21,0.0,30.9,16.8,23.85,339.83,280.6,1.18,-1.62,2.0,51.41,,2.46,1.13,0.0,0.71,2.24,68.64,207.23,550.35
1980,1,22,0.0,30.42,15.46,22.94,319.31,286.96,0.5,-2.5,2.55,42.58,,2.41,1.08,0.0,0.79,2.24,68.5,206.87,550.26
1980,1,23,0.0,29.84,12.69,21.26,309.74,294.23,0.43,-0.84,0.94,41.15,,2.43,1.07,0.0,0.75,2.24,68.38,206.58,550.18
1980,1,24,0.0,28.9,13.21,21.06,323.45,291.95,1.33,1.09,1.72,54.83,,2.5,1.08,0.0,0.72,2.24,68.27,206.27,550.09
1980,1,25,0.0,29.88,13.42,21.65,327.62,291.23,1.02,0.83,1.32,51.87,,2.54,1.08,0.0,0.69,2.24,68.15,205.99,550.07
1980,1,26,0.0,30.25,14.48,22.36,331.96,292.88,1.29,0.35,1.34,54.73,,2.58,1.08,0.0,0.68,2.24,68.04,205.69,549.92
1980,1,27,0.0,30.3,15.46,22.88,330.48,291.63,1.67,-0.33,1.7,60.3,,2.58,1.04,0.0,0.74,2.24,67.92,205.38,549.88
1980,1,28,0.0,28.95,16.23,22.59,326.9,289.24,1.32,-0.98,1.64,64.6,,2.38,0.94,0.0,0.75,2.25,67.79,205.04,549.78
1980,1,29,0.0,27.41,12.99,20.2,309.05,303.97,0.32,-1.54,1.57,41.04,,2.5,0.98,0.0,0.79,2.24,67.67,204.72,549.69
1980,1,30,0.0,28.23,13.48,20.86,312.85,304.42,0.85,-0.06,0.85,41.66,,2.56,0.97,0.0,0.73,2.24,67.55,204.43,549.63
1980,1,31,0.0,29.09,13.75,21.42,323.95,303.21,0.26,1.61,1.63,44.07,,2.66,0.99,0.0,0.73,2.24,67.45,204.15,549.56
1980,2,1,0.0,30.38,15.75,23.06,333.09,300.48,2.28,1.92,2.98,65.4,,2.76,1.0,0.0,0.69,2.24,67.33,203.84,549.42
1980,2,2,0.0,29.37,15.34,22.36,342.64,210.87,1.5,0.51,1.58,66.73,,1.92,0.68,0.05,0.72,2.25,67.19,203.5,549.33
1980,2,3,0.0,27.91,15.0,21.46,334.62,267.99,0.98,-0.16,0.99,63.73,,2.53,0.89,0.01,0.71,2.25,67.06,203.14,549.3
1980,2,4,0.0,28.02,14.54,21.28,331.59,295.86,1.47,-0.53,1.56,62.87,,2.59,0.89,0.02,0.74,2.31,66.94,202.81,549.17
1980,2,5,0.0,27.18,11.56,19.37,290.42,321.62,0.45,-2.53,2.57,29.63,,2.52,0.85,0.0,0.81,2.27,66.81,202.46,549.08
1980,2,6,0.0,27.44,10.65,19.05,296.29,322.25,0.29,-2.0,2.02,17.27,,2.62,0.86,0.0,0.73,2.25,66.7,202.18,549.0
1980,2,7,0.0,28.58,12.34,20.46,316.28,319.28,-1.97,-0.45,2.02,18.25,,2.75,0.89,0.0,0.71,2.24,66.6,201.93,548.87
